Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
4.341788291931152,0.9526163777524715,friedman_mse,35,19,1
1.4270386695861816,0.9562703305869225,squared_error,5,15,1
1.5212125778198242,0.9562703305869225,squared_error,5,20,10
3.741018295288086,0.9601315931147395,squared_error,60,20,10
5.142767906188965,0.9530558914379984,poisson,60,20,1
3.9353437423706055,0.9601294301996273,squared_error,55,20,10
4.450313091278076,0.9602461421150066,poisson,50,20,10
4.275592565536499,0.9609249383563663,poisson,20,20,10
4.911651611328125,0.9506885049192972,poisson,20,4,2
3.3100802898406982,0.963762600125629,squared_error,15,20,10
3.6747312545776367,0.9639984217165773,poisson,15,20,10
3.6840341091156006,0.9639995190415241,poisson,15,20,10
3.254777193069458,0.9637657427854893,squared_error,15,20,10
4.59492301940918,0.9602446053045595,poisson,40,20,10
3.809488534927368,0.9601259074083922,squared_error,30,20,10
3.9382567405700684,0.9638301264960702,poisson,15,20,8
5.711266756057739,0.935453138776739,squared_error,50,2,1
4.358808279037476,0.9602486956798479,poisson,35,20,10
2.484241008758545,0.9659268875285665,squared_error,10,12,6
2.479928731918335,0.9656470564350379,squared_error,10,4,2
2.7609946727752686,0.9658978531831727,poisson,10,6,3
2.4819741249084473,0.9659353749428174,squared_error,10,20,4
3.348994493484497,0.9616337135965038,squared_error,15,8,4
2.734034299850464,0.9659955505466795,poisson,10,12,6
2.706542491912842,0.9658199956949567,squared_error,10,8,4
