Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
4.2929558753967285,0.9514380855149669,friedman_mse,60,10,3
3.148322343826294,0.9633575904006143,friedman_mse,15,17,8
1.6280477046966553,0.9559830180622679,poisson,5,20,1
3.7933385372161865,0.9601362061818646,squared_error,30,20,10
5.0016326904296875,0.9388639978191902,squared_error,25,2,1
2.7765610218048096,0.9660531967125923,poisson,10,20,9
1.5039539337158203,0.9562703305869225,squared_error,5,20,10
2.692035675048828,0.9660219271359474,poisson,10,20,5
4.345829725265503,0.9602456432727136,poisson,40,20,10
5.68426251411438,0.9355503780584163,squared_error,45,2,1
4.285847187042236,0.9602433795090197,poisson,50,20,10
3.733994483947754,0.9601285553456892,squared_error,60,20,10
4.224147081375122,0.9609276536507172,poisson,20,20,10
3.830097198486328,0.9639977243624884,poisson,15,20,10
4.423710823059082,0.9602475410532142,poisson,35,20,10
2.3989055156707764,0.9659783271663359,squared_error,10,14,7
2.7381465435028076,0.9660102245516147,poisson,10,15,7
3.296177387237549,0.9618989114721159,squared_error,15,19,1
2.439962148666382,0.9660632666198469,squared_error,10,20,10
2.425463914871216,0.9660061384803397,squared_error,10,20,7
2.7185075283050537,0.9660118811317522,poisson,10,20,6
4.392815828323364,0.9602456141736984,poisson,55,20,10
2.424009323120117,0.9660382047734801,squared_error,10,20,8
2.46315598487854,0.9659351118144117,squared_error,10,20,4
2.869386672973633,0.9659283225399682,poisson,10,8,3
