Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
3.877340078353882,0.9575936526683652,friedman_mse,20,19,2
4.163974046707153,0.9534012252926483,friedman_mse,25,19,1
3.8305776119232178,0.9580880139456258,friedman_mse,60,17,7
3.996593952178955,0.9555758877415721,friedman_mse,25,13,5
1.409677267074585,0.9562703305869225,squared_error,5,19,8
4.122718334197998,0.9549828920417827,friedman_mse,25,18,2
4.445404767990112,0.9584927582788302,poisson,55,18,7
3.866870880126953,0.958641933715986,friedman_mse,55,19,7
4.5525641441345215,0.9573101413575366,poisson,55,14,7
3.7607717514038086,0.9593569871084459,friedman_mse,55,20,8
3.753077268600464,0.9595099915235373,friedman_mse,55,19,9
3.7369656562805176,0.9595118254267787,friedman_mse,55,19,9
3.9365720748901367,0.9549622116521963,friedman_mse,20,15,1
3.766181230545044,0.9601310291938221,squared_error,55,20,10
3.9320449829101562,0.9584668243894287,squared_error,55,16,8
3.738913059234619,0.9601270864967113,friedman_mse,55,20,10
4.450576066970825,0.9602488350888819,poisson,55,20,10
4.261237144470215,0.9602444317976306,poisson,50,20,10
3.699035882949829,0.9601297666305209,squared_error,50,20,10
4.685085773468018,0.9595062175000232,poisson,50,20,8
3.6758620738983154,0.960129936812789,friedman_mse,50,20,10
3.892988681793213,0.9584710789713036,squared_error,50,16,8
4.387568235397339,0.9602440712935426,poisson,45,20,10
3.765406847000122,0.9601273430848772,friedman_mse,45,20,10
4.5389509201049805,0.9585488624999231,poisson,45,16,8
