Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
19.279,0.9467715123129276,friedman_mse,35,7,2
18.759,0.9417560170777417,squared_error,50,6,1
5.817001,0.9585044225090907,friedman_mse,25,20,6
11.698001,0.9548373342405281,squared_error,40,12,5
28.935002,0.9545578979817515,poisson,25,14,3
22.353,0.9626267411669497,poisson,15,12,4
23.852999,0.9601305564802043,friedman_mse,30,20,10
19.991999,0.9487360476468856,squared_error,60,9,2
19.184001,0.9562703305869225,squared_error,5,20,8
27.645002,0.9630363669238214,squared_error,15,17,6
27.970003,0.9596984631277076,poisson,45,19,9
31.602001,0.9595739922657293,poisson,25,20,8
31.635002,0.9540192999922436,friedman_mse,55,14,3
31.191002,0.9533168958561611,squared_error,40,11,4
33.729,0.953708143499882,poisson,50,16,2
32.910004,0.9539631502834434,poisson,35,12,4
27.905002,0.9595151197360334,squared_error,50,19,9
23.573002,0.9656607422077187,poisson,10,8,1
19.591051,0.9595250574906833,poisson,55,18,9
19.397046,0.9571929639629948,squared_error,60,14,7
20.846048,0.9582755416540429,poisson,20,15,5
24.459958,0.959049080711776,poisson,60,18,8
22.322046,0.9504554776533641,friedman_mse,60,11,2
18.237955,0.9562703305869225,friedman_mse,5,6,1
17.243057,0.9658210112157978,squared_error,10,8,4
