Time,Time,MAE,MAE,R2,R2,Params,Params,Params,Params,Time,Time,MAE,R2
Train,Val,Train,Val,Train,Val,criterion,max_depth,min_samples_leaf,min_samples_split,Iteration,Test,Test,Test
5.34409740638733,0.0528755149841308,666.2378551858355,1080.8487414646895,0.9806348646680711,0.9552951708260218,poisson,10,6,13,47.72921633720398,0.0149993896484375,923.6183453988764,0.9655759647523828
5.555302860260008,0.0550727596282959,667.4813243017293,1073.9134421051988,0.9810111778025552,0.9563414970276384,friedman_mse,10,9,19,47.302040100097656,0.0149991512298583,923.1393229650712,0.9657153676884558
5.267986492156982,0.0555214080810546,691.3599568930289,1072.0559421501616,0.9797614077926424,0.9565308998868528,squared_error,10,4,8,44.905059814453125,0.016000747680664,924.417752052526,0.965479250673176
5.50103151512146,0.0523347949981689,674.2685545283422,1075.0271429701177,0.9803096145548084,0.9559322619535406,poisson,10,8,18,46.8030960559845,0.0160000324249267,922.9356149680242,0.965728436651692
5.6597545719146725,0.0548094501495361,661.1679165672597,1089.6169695759445,0.9812456710286048,0.955267928705226,friedman_mse,10,9,18,50.352352142333984,0.0159974098205566,923.2085967581396,0.9657084300940104
5.311622577667236,0.0500330371856689,751.2889803494041,1040.2622603343905,0.9773451654324689,0.9590242269128104,friedman_mse,10,9,18,46.36657476425171,0.0159990787506103,923.2085967581396,0.9657084300940104
5.39430213356018,0.051232681274414,700.5681310341911,1066.5837368607415,0.9793186297015244,0.9570320788398108,poisson,10,10,20,45.68017554283142,0.0150010585784912,922.8739395703268,0.9657481346430684
4.830038837432863,0.0444233036041259,740.7159302798614,1048.6241042677525,0.976788499194761,0.957892675642219,friedman_mse,10,8,18,41.506216049194336,0.0150001049041748,923.1177046630012,0.9657183517013868
5.012454900741577,0.0470089282989501,708.1362166003233,1053.520500130562,0.9792485562790024,0.9578447323581644,friedman_mse,10,8,20,44.98068642616272,0.0150020122528076,923.0656104534494,0.9657201989663092
4.839518392562866,0.046145301818847656,745.9937951604702,1063.6183970205866,0.977118363321093,0.9572471459690063,poisson,10,3,14,42.158018350601196,0.015997648239135742,924.465785123818,0.9654795548892217
