Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
3.9343948364257812,0.9569621146823136,squared_error,35,17,5
1.4421546459197998,0.9562703305869225,squared_error,5,13,2
4.735321521759033,0.9557997696332727,poisson,50,12,6
3.85369873046875,0.9571972423359834,squared_error,30,14,7
4.1209495067596436,0.9525317501993633,friedman_mse,25,9,4
3.674004077911377,0.9615084654155664,poisson,15,6,3
3.710357666015625,0.9591463642154439,squared_error,45,19,8
2.3546957969665527,0.9656393237179273,friedman_mse,10,9,1
4.055119752883911,0.9557042044701985,squared_error,45,12,6
4.02858829498291,0.9507566504938214,squared_error,20,7,1
4.1213812828063965,0.9558267335605674,squared_error,40,18,3
4.26591420173645,0.9602487169783409,poisson,30,20,10
3.8760149478912354,0.9581313638812583,squared_error,55,19,6
3.72118878364563,0.9601291292983521,squared_error,45,20,10
2.7390859127044678,0.9660468019486099,poisson,10,19,9
4.209998846054077,0.9531013206926182,friedman_mse,30,15,2
3.999765157699585,0.9538504494052648,friedman_mse,55,10,5
3.7507247924804688,0.9593466420172048,squared_error,50,18,9
3.7653825283050537,0.9601310499461906,friedman_mse,30,20,10
3.953779458999634,0.9557029117489769,friedman_mse,40,12,6
4.389886856079102,0.9590420314780023,poisson,45,18,8
4.117002248764038,0.9521052284567852,friedman_mse,25,10,3
1.596874713897705,0.9559830180622679,poisson,5,16,8
3.816059112548828,0.9580574936417768,friedman_mse,20,15,5
3.8728151321411133,0.9576242056692263,squared_error,40,19,5
