Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
3.7041478157043457,0.9595106782244484,squared_error,60,19,9
4.3340044021606445,0.9591286144023584,poisson,25,18,8
4.351469278335571,0.959043200706318,poisson,60,18,8
4.346691370010376,0.9514257709365825,friedman_mse,50,10,3
4.223141670227051,0.9602465784880435,poisson,30,20,10
3.6190826892852783,0.9626874765288503,poisson,15,14,3
3.639084815979004,0.959479048147931,friedman_mse,20,18,7
3.7614448070526123,0.9595135713473816,friedman_mse,55,19,9
4.189780235290527,0.9537119911557627,squared_error,25,15,2
1.4586739540100098,0.9562703305869225,friedman_mse,5,11,4
4.332430839538574,0.9585486977668456,poisson,40,16,8
1.5972425937652588,0.9559830180622679,poisson,5,8,4
3.799232006072998,0.9583980974528004,friedman_mse,55,20,6
5.478388786315918,0.9482777504419493,poisson,30,12,1
3.879338026046753,0.9581315045698071,squared_error,45,19,6
3.675590991973877,0.9591464112842274,squared_error,45,19,8
4.1666953563690186,0.9558566493279301,friedman_mse,30,18,3
2.349013090133667,0.9659788912936536,friedman_mse,10,14,7
4.391204118728638,0.9499297388558418,squared_error,30,14,1
3.8291258811950684,0.9572293202896718,squared_error,40,16,6
2.334821939468384,0.9660266997082623,friedman_mse,10,17,8
4.004479646682739,0.9558814937428644,friedman_mse,35,16,4
4.1774256229400635,0.953520937351969,friedman_mse,55,16,2
5.15480899810791,0.9512423150473459,poisson,40,12,2
4.041970491409302,0.9566398668054024,friedman_mse,60,18,4
