Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
3.665144681930542,0.9622692644642973,poisson,15,13,2
4.799645900726318,0.955492514762829,poisson,50,20,2
4.466693162918091,0.959273271106287,poisson,30,19,8
2.3709239959716797,0.9660061384803397,squared_error,10,20,7
3.8343708515167236,0.9572304639978523,friedman_mse,50,16,6
4.526775360107422,0.9572438077481502,poisson,50,16,6
4.34335470199585,0.958558178137759,poisson,55,16,8
2.696213483810425,0.9659334532239319,poisson,10,13,3
4.144693374633789,0.9540187519865506,friedman_mse,45,14,3
3.172036647796631,0.9603930649251644,friedman_mse,15,9,1
4.407612323760986,0.9596958094303639,poisson,55,19,9
4.245131254196167,0.9587644194464557,poisson,20,14,7
3.6060924530029297,0.9638197317364596,poisson,15,18,9
4.647740840911865,0.9573708902693078,poisson,60,20,4
3.815070390701294,0.958132129313501,friedman_mse,60,19,6
3.2063162326812744,0.9633562348724599,squared_error,15,17,8
4.032989501953125,0.9546405762421696,squared_error,25,11,5
3.9983670711517334,0.9572291507937715,squared_error,45,16,6
3.0676372051239014,0.9615725098646571,squared_error,15,16,1
4.183202028274536,0.955448776162694,friedman_mse,40,17,3
3.756781816482544,0.9584683867726831,squared_error,25,18,7
4.78420615196228,0.9554928244319074,poisson,60,20,2
4.310405969619751,0.9596994377761915,poisson,35,19,9
3.6845476627349854,0.95934952143296,squared_error,40,18,9
4.316809892654419,0.9590434361765474,poisson,50,18,8
