Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
4.819631814956665,0.9563103755430946,poisson,40,17,4
3.185779333114624,0.9630926188438401,squared_error,15,16,7
4.338714122772217,0.9497451764347982,squared_error,60,8,3
4.160639762878418,0.954542553117084,squared_error,60,15,3
4.034379005432129,0.9558835760146417,squared_error,55,16,4
4.459733963012695,0.9484754770311159,squared_error,30,12,1
5.044605255126953,0.9401058666592836,friedman_mse,50,5,1
1.552999496459961,0.9559830180622679,poisson,5,15,7
4.59868049621582,0.9554476620334338,poisson,20,10,3
4.144364356994629,0.9520167187540929,squared_error,50,9,4
3.9271392822265625,0.9574948792746161,friedman_mse,40,15,7
3.637105703353882,0.9598487166361258,squared_error,20,18,8
3.9629948139190674,0.9558044018672962,friedman_mse,35,14,5
4.4146764278411865,0.9496372205746668,squared_error,45,10,2
5.047773361206055,0.9537162603709375,poisson,50,16,2
4.148398399353027,0.9554302145651086,squared_error,40,17,3
5.321068525314331,0.94798622462373,poisson,30,6,3
3.194932222366333,0.9629219313435865,friedman_mse,15,17,5
3.876600980758667,0.9572297079389888,squared_error,35,16,6
4.18879771232605,0.954429027006244,friedman_mse,40,18,2
4.470559120178223,0.9581861060648157,poisson,40,17,7
4.210318088531494,0.9519911593797088,squared_error,45,9,4
3.597468137741089,0.9601296373736927,squared_error,60,20,10
2.3111684322357178,0.9658009976862365,friedman_mse,10,6,3
4.078341007232666,0.9609251549951818,poisson,20,20,10
