Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
29.74199628829956,0.9483487386470666,squared_error,35,12,1
46.663036823272705,0.9530318048284518,squared_error,45,15,2
36.73299789428711,0.9558232163019467,squared_error,40,18,3
19.060999393463135,0.9496541455378414,squared_error,40,10,2
41.19099712371826,0.9590435082039741,poisson,50,18,8
33.20499873161316,0.959268841514462,poisson,50,19,8
42.64399814605713,0.9592715018973031,poisson,55,19,8
47.673033475875854,0.9562257086707457,friedman_mse,45,15,5
49.335031509399414,0.949756784208394,poisson,35,10,2
48.46803593635559,0.9581884780438896,poisson,30,17,7
43.012001514434814,0.9533293187489086,friedman_mse,35,11,4
40.60800528526306,0.9660102245516147,poisson,10,15,7
43.791001081466675,0.9595886104503002,poisson,25,18,9
32.88199543952942,0.9587868415132522,poisson,40,17,8
44.55403161048889,0.9557004013959975,squared_error,45,12,6
30.03600263595581,0.9528353743278579,poisson,20,10,1
23.052998542785645,0.9589127345319051,squared_error,50,18,8
26.88604736328125,0.9503783401908455,poisson,45,15,1
28.079171657562256,0.9595251986645577,poisson,45,18,9
18.944000005722046,0.9578013708175822,friedman_mse,35,16,7
22.67300295829773,0.9595245359703473,poisson,55,18,9
25.090171098709106,0.9504399251700459,squared_error,50,11,2
11.452998399734497,0.9562703305869225,squared_error,5,18,2
23.900171756744385,0.9490869894284157,friedman_mse,50,13,1
23.67404818534851,0.9586719419075405,squared_error,60,17,8
