Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
19.65199899673462,0.95732838360092,friedman_mse,25,14,7
15.9309983253479,0.956663227201809,squared_error,30,18,4
44.65800189971924,0.9497564372314404,squared_error,40,8,3
22.33099937438965,0.9466605947606794,squared_error,40,7,2
36.930999994277954,0.9575478624453103,squared_error,45,17,6
27.908999919891357,0.9581329434438505,squared_error,50,19,6
45.141000747680664,0.9515730208508991,poisson,45,17,1
20.868000984191895,0.9530228751082703,squared_error,60,15,2
23.184000968933105,0.9543698891401917,friedman_mse,60,11,5
41.86000061035156,0.9466833806370557,squared_error,40,7,2
46.47799777984619,0.9590471224965904,poisson,50,18,8
44.370999574661255,0.9591469407930922,squared_error,50,19,8
34.40900206565857,0.9589040792468762,friedman_mse,35,18,8
36.6519980430603,0.950254396708495,squared_error,20,4,2
38.18499684333801,0.9544805461372479,friedman_mse,60,13,4
36.36000180244446,0.9562703305869225,squared_error,5,18,8
13.947004318237305,0.9570199614371788,friedman_mse,20,17,2
9.848999738693237,0.9562703305869225,friedman_mse,5,18,9
14.547000408172607,0.9559830180622679,poisson,5,18,9
15.01699948310852,0.9538918345604216,friedman_mse,35,10,5
19.816999673843384,0.9557840404596734,poisson,25,13,5
18.276998043060303,0.9587621920811948,poisson,30,19,7
13.877991199493408,0.9521177151067238,squared_error,50,18,1
12.474993228912354,0.9560736167936386,squared_error,40,13,6
14.188994407653809,0.9584933150861958,poisson,30,18,7
