Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
44.151570320129395,0.9548466665360096,friedman_mse,45,12,5
41.06729173660278,0.9572590757764724,friedman_mse,25,19,4
51.37221097946167,0.9441319616608297,poisson,45,8,1
28.247101068496704,0.9533179760775982,squared_error,50,11,4
22.774002075195312,0.9572461864155034,poisson,30,16,6
28.432097673416138,0.9658636108909675,squared_error,10,11,4
29.33954119682312,0.9559830180622679,poisson,5,10,2
42.05029010772705,0.9610849029770202,friedman_mse,15,8,2
41.74229192733765,0.9596570127506461,friedman_mse,20,17,8
45.632293939590454,0.9580859476995471,poisson,25,18,6
38.18329453468323,0.9598484446946619,friedman_mse,20,18,8
45.21329665184021,0.9656693511790833,poisson,10,6,1
27.125457048416138,0.9370051212773841,squared_error,45,3,1
29.30031108856201,0.9538745598706255,squared_error,55,10,5
37.36129140853882,0.9656243106647979,friedman_mse,10,5,1
26.447998523712158,0.9520432348942063,squared_error,25,12,2
13.078322887420654,0.9577947270266869,friedman_mse,40,16,7
15.988322973251343,0.9548515023241245,friedman_mse,35,12,5
20.543848037719727,0.9574460981023721,poisson,30,18,5
18.82819366455078,0.9554744515244302,squared_error,30,17,3
15.669382333755493,0.9564781768707311,squared_error,40,14,6
17.593330144882202,0.9601768108696629,friedman_mse,20,18,9
11.209049940109253,0.953716636485827,squared_error,20,9,2
12.68632173538208,0.9586698853899144,squared_error,30,17,8
10.455263614654541,0.9660476916227994,friedman_mse,10,18,9
