Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
3.942,0.9659163165270843,poisson,10,8,3
3.288,0.9660247200194017,squared_error,10,16,8
5.239,0.9590973419705978,poisson,20,17,6
3.764,0.9626187562672595,friedman_mse,15,13,6
4.322,0.9548467861069664,squared_error,35,12,5
4.268,0.9538946587403819,friedman_mse,45,12,4
4.631,0.9580368154920548,poisson,20,14,5
4.775,0.950629195122317,squared_error,50,9,3
3.865,0.9593452295881596,squared_error,40,18,9
4.38,0.9521180838476123,squared_error,60,18,1
2.884,0.9660191149012931,poisson,10,19,7
3.914,0.9581310242905297,friedman_mse,40,19,6
4.58,0.9487184469525338,friedman_mse,60,9,2
4.161,0.9557062742474199,squared_error,50,12,6
5.515,0.9489923717194808,poisson,50,13,1
2.416,0.9659628471627949,squared_error,10,17,6
4.639,0.9573032387429242,poisson,45,14,7
3.669,0.9596557532793379,squared_error,20,17,8
3.227,0.9622500223368007,friedman_mse,15,17,2
4.473,0.9592688681603164,poisson,45,19,8
1.701,0.9559830180622679,poisson,5,20,10
4.473,0.9602437892829137,poisson,30,20,10
1.443,0.9562703305869225,squared_error,5,18,8
3.847,0.9594164035457954,squared_error,25,18,9
2.739,0.9660220928694695,poisson,10,18,7
