Duration,Value,criterion,max_depth,min_samples_split,min_samples_leaf
3.941,0.9584742147180505,friedman_mse,55,16,8
4.718,0.956721988040108,poisson,25,14,6
4.41,0.9609235638433775,poisson,20,20,10
4.13,0.9589054952337822,friedman_mse,45,18,8
2.932,0.9660267378903024,poisson,10,19,8
4.597,0.9596964954194525,poisson,45,19,9
2.575,0.9660632666198469,squared_error,10,20,10
2.962,0.9660725903113043,poisson,10,20,10
2.852,0.966019977660812,poisson,10,16,8
4.717,0.9574830711103581,poisson,20,14,4
4.208,0.9555767562218718,squared_error,25,13,5
4.432,0.9548444595245658,friedman_mse,60,12,5
4.476,0.9598858936523692,poisson,20,19,7
5.293,0.9515098307188424,poisson,40,10,3
1.76,0.9559830180622679,poisson,5,15,7
6.031,0.9398200747298613,poisson,25,3,1
3.925,0.9595128536373846,friedman_mse,45,19,9
2.539,0.965968548979161,friedman_mse,10,19,6
4.266,0.9565701139412047,friedman_mse,25,17,4
4.383,0.9550630303582597,friedman_mse,30,16,3
1.553,0.9562703305869225,squared_error,5,20,10
3.393,0.9637661015891072,squared_error,15,20,10
3.271,0.9635409580371993,squared_error,15,18,9
5.825,0.9355983714662713,squared_error,35,2,1
3.366,0.9635957168735821,squared_error,15,19,9
